Year,CityName,Measure,PopulationCount,MeasureId,Short_Question_Text
2017,San Antonio,Mental health not good for >=14 days among adults aged >=18 Years,4917,MHLTH,Mental Health
2017,San Antonio,Mental health not good for >=14 days among adults aged >=18 Years,5466,MHLTH,Mental Health
2016,San Antonio,Sleeping less than 7 hours among adults aged >=18 Years,3270,SLEEP,Sleep <7 hours
2017,San Antonio,Binge drinking among adults aged >=18 Years,3001,BINGE,Binge Drinking
2017,San Antonio,Binge drinking among adults aged >=18 Years,5326,BINGE,Binge Drinking
2016,San Antonio,Sleeping less than 7 hours among adults aged >=18 Years,2761,SLEEP,Sleep <7 hours
2017,San Antonio,Binge drinking among adults aged >=18 Years,3459,BINGE,Binge Drinking
2017,San Antonio,Mental health not good for >=14 days among adults aged >=18 Years,4507,MHLTH,Mental Health
2017,San Antonio,Binge drinking among adults aged >=18 Years,2077,BINGE,Binge Drinking
2017,San Antonio,Obesity among adults aged >=18 Years,855,OBESITY,Obesity
2017,San Antonio,Obesity among adults aged >=18 Years,7,OBESITY,Obesity
2017,San Antonio,Binge drinking among adults aged >=18 Years,5345,BINGE,Binge Drinking
2017,San Antonio,Binge drinking among adults aged >=18 Years,5620,BINGE,Binge Drinking
2017,San Antonio,Obesity among adults aged >=18 Years,7203,OBESITY,Obesity
2017,San Antonio,Mental health not good for >=14 days among adults aged >=18 Years,3054,MHLTH,Mental Health
2017,San Antonio,Binge drinking among adults aged >=18 Years,5443,BINGE,Binge Drinking
2017,San Antonio,Binge drinking among adults aged >=18 Years,5028,BINGE,Binge Drinking
2017,San Antonio,Mental health not good for >=14 days among adults aged >=18 Years,4448,MHLTH,Mental Health
2016,San Antonio,Sleeping less than 7 hours among adults aged >=18 Years,4096,SLEEP,Sleep <7 hours
2017,San Antonio,Mental health not good for >=14 days among adults aged >=18 Years,4034,MHLTH,Mental Health
2016,San Antonio,Sleeping less than 7 hours among adults aged >=18 Years,2973,SLEEP,Sleep <7 hours
2016,San Antonio,Sleeping less than 7 hours among adults aged >=18 Years,3940,SLEEP,Sleep <7 hours
2017,San Antonio,Obesity among adults aged >=18 Years,4301,OBESITY,Obesity
2017,San Antonio,Mental health not good for >=14 days among adults aged >=18 Years,5164,MHLTH,Mental Health
2016,San Antonio,Sleeping less than 7 hours among adults aged >=18 Years,7109,SLEEP,Sleep <7 hours
2017,San Antonio,Mental health not good for >=14 days among adults aged >=18 Years,3303,MHLTH,Mental Health
2017,San Antonio,Mental health not good for >=14 days among adults aged >=18 Years,5197,MHLTH,Mental Health
2017,San Antonio,Mental health not good for >=14 days among adults aged >=18 Years,4503,MHLTH,Mental Health
2017,San Antonio,Binge drinking among adults aged >=18 Years,3658,BINGE,Binge Drinking
2017,San Antonio,Binge drinking among adults aged >=18 Years,4296,BINGE,Binge Drinking
2016,San Antonio,Sleeping less than 7 hours among adults aged >=18 Years,3358,SLEEP,Sleep <7 hours
2016,San Antonio,Sleeping less than 7 hours among adults aged >=18 Years,4146,SLEEP,Sleep <7 hours
2016,San Antonio,Sleeping less than 7 hours among adults aged >=18 Years,3060,SLEEP,Sleep <7 hours
2016,San Antonio,Sleeping less than 7 hours among adults aged >=18 Years,4765,SLEEP,Sleep <7 hours
2016,San Antonio,Sleeping less than 7 hours among adults aged >=18 Years,6043,SLEEP,Sleep <7 hours
2017,San Antonio,Binge drinking among adults aged >=18 Years,4191,BINGE,Binge Drinking
2017,San Antonio,Mental health not good for >=14 days among adults aged >=18 Years,5970,MHLTH,Mental Health
2017,San Antonio,Mental health not good for >=14 days among adults aged >=18 Years,1948,MHLTH,Mental Health
2017,San Antonio,Obesity among adults aged >=18 Years,4957,OBESITY,Obesity
2017,San Antonio,Binge drinking among adults aged >=18 Years,5665,BINGE,Binge Drinking
2017,San Antonio,Binge drinking among adults aged >=18 Years,1755,BINGE,Binge Drinking
2017,San Antonio,Mental health not good for >=14 days among adults aged >=18 Years,7520,MHLTH,Mental Health
2016,San Antonio,Sleeping less than 7 hours among adults aged >=18 Years,7267,SLEEP,Sleep <7 hours
2017,San Antonio,Binge drinking among adults aged >=18 Years,7741,BINGE,Binge Drinking
2016,San Antonio,Sleeping less than 7 hours among adults aged >=18 Years,5794,SLEEP,Sleep <7 hours
2017,San Antonio,Obesity among adults aged >=18 Years,337,OBESITY,Obesity
2017,San Antonio,Obesity among adults aged >=18 Years,2946,OBESITY,Obesity
2017,San Antonio,Binge drinking among adults aged >=18 Years,3496,BINGE,Binge Drinking
2017,San Antonio,Obesity among adults aged >=18 Years,3658,OBESITY,Obesity
2017,San Antonio,Binge drinking among adults aged >=18 Years,2266,BINGE,Binge Drinking
2016,San Antonio,Sleeping less than 7 hours among adults aged >=18 Years,4628,SLEEP,Sleep <7 hours
2017,San Antonio,Obesity among adults aged >=18 Years,5181,OBESITY,Obesity
2017,San Antonio,Mental health not good for >=14 days among adults aged >=18 Years,7,MHLTH,Mental Health
2017,San Antonio,Mental health not good for >=14 days among adults aged >=18 Years,5141,MHLTH,Mental Health
2017,San Antonio,Mental health not good for >=14 days among adults aged >=18 Years,5216,MHLTH,Mental Health
2017,San Antonio,Obesity among adults aged >=18 Years,4831,OBESITY,Obesity
2017,San Antonio,Binge drinking among adults aged >=18 Years,2946,BINGE,Binge Drinking
2017,San Antonio,Mental health not good for >=14 days among adults aged >=18 Years,7442,MHLTH,Mental Health
2017,San Antonio,Mental health not good for >=14 days among adults aged >=18 Years,6674,MHLTH,Mental Health
2017,San Antonio,Binge drinking among adults aged >=18 Years,4219,BINGE,Binge Drinking
2016,San Antonio,Sleeping less than 7 hours among adults aged >=18 Years,3001,SLEEP,Sleep <7 hours
2017,San Antonio,Mental health not good for >=14 days among adults aged >=18 Years,5913,MHLTH,Mental Health
2017,San Antonio,Obesity among adults aged >=18 Years,4689,OBESITY,Obesity
2017,San Antonio,Mental health not good for >=14 days among adults aged >=18 Years,6379,MHLTH,Mental Health
2017,San Antonio,Binge drinking among adults aged >=18 Years,6626,BINGE,Binge Drinking
2017,San Antonio,Obesity among adults aged >=18 Years,3557,OBESITY,Obesity
2017,San Antonio,Obesity among adults aged >=18 Years,5796,OBESITY,Obesity
2017,San Antonio,Obesity among adults aged >=18 Years,8623,OBESITY,Obesity
2016,San Antonio,Sleeping less than 7 hours among adults aged >=18 Years,4842,SLEEP,Sleep <7 hours
2017,San Antonio,Mental health not good for >=14 days among adults aged >=18 Years,5794,MHLTH,Mental Health
2017,San Antonio,Binge drinking among adults aged >=18 Years,7203,BINGE,Binge Drinking
2017,San Antonio,Mental health not good for >=14 days among adults aged >=18 Years,1327407,MHLTH,Mental Health
2016,San Antonio,Sleeping less than 7 hours among adults aged >=18 Years,5491,SLEEP,Sleep <7 hours
2016,San Antonio,Sleeping less than 7 hours among adults aged >=18 Years,100,SLEEP,Sleep <7 hours
2017,San Antonio,Obesity among adults aged >=18 Years,5913,OBESITY,Obesity
2017,San Antonio,Binge drinking among adults aged >=18 Years,4371,BINGE,Binge Drinking
2016,San Antonio,Sleeping less than 7 hours among adults aged >=18 Years,1645,SLEEP,Sleep <7 hours
2017,San Antonio,Obesity among adults aged >=18 Years,4237,OBESITY,Obesity
2016,San Antonio,Sleeping less than 7 hours among adults aged >=18 Years,3658,SLEEP,Sleep <7 hours
2017,San Antonio,Mental health not good for >=14 days among adults aged >=18 Years,11,MHLTH,Mental Health
2017,San Antonio,Binge drinking among adults aged >=18 Years,2077,BINGE,Binge Drinking
2016,San Antonio,Sleeping less than 7 hours among adults aged >=18 Years,26,SLEEP,Sleep <7 hours
2017,San Antonio,Obesity among adults aged >=18 Years,1965,OBESITY,Obesity
2017,San Antonio,Binge drinking among adults aged >=18 Years,6,BINGE,Binge Drinking
2017,San Antonio,Mental health not good for >=14 days among adults aged >=18 Years,7553,MHLTH,Mental Health
2017,San Antonio,Binge drinking among adults aged >=18 Years,2542,BINGE,Binge Drinking
2016,San Antonio,Sleeping less than 7 hours among adults aged >=18 Years,4416,SLEEP,Sleep <7 hours
2017,San Antonio,Mental health not good for >=14 days among adults aged >=18 Years,17,MHLTH,Mental Health
2017,San Antonio,Binge drinking among adults aged >=18 Years,14,BINGE,Binge Drinking
2017,San Antonio,Obesity among adults aged >=18 Years,3168,OBESITY,Obesity
2017,San Antonio,Obesity among adults aged >=18 Years,6334,OBESITY,Obesity
2017,San Antonio,Mental health not good for >=14 days among adults aged >=18 Years,2881,MHLTH,Mental Health
2016,San Antonio,Sleeping less than 7 hours among adults aged >=18 Years,6334,SLEEP,Sleep <7 hours
2017,San Antonio,Obesity among adults aged >=18 Years,13,OBESITY,Obesity
2017,San Antonio,Mental health not good for >=14 days among adults aged >=18 Years,3755,MHLTH,Mental Health
2017,San Antonio,Binge drinking among adults aged >=18 Years,855,BINGE,Binge Drinking
2017,San Antonio,Mental health not good for >=14 days among adults aged >=18 Years,223,MHLTH,Mental Health
2017,San Antonio,Obesity among adults aged >=18 Years,6,OBESITY,Obesity
2017,San Antonio,Obesity among adults aged >=18 Years,6626,OBESITY,Obesity
2016,San Antonio,Sleeping less than 7 hours among adults aged >=18 Years,5180,SLEEP,Sleep <7 hours
2017,San Antonio,Mental health not good for >=14 days among adults aged >=18 Years,5322,MHLTH,Mental Health
2017,San Antonio,Mental health not good for >=14 days among adults aged >=18 Years,4290,MHLTH,Mental Health
2017,San Antonio,Mental health not good for >=14 days among adults aged >=18 Years,3796,MHLTH,Mental Health
2017,San Antonio,Binge drinking among adults aged >=18 Years,2542,BINGE,Binge Drinking
2017,San Antonio,Binge drinking among adults aged >=18 Years,3148,BINGE,Binge Drinking
2017,San Antonio,Mental health not good for >=14 days among adults aged >=18 Years,6032,MHLTH,Mental Health
2017,San Antonio,Mental health not good for >=14 days among adults aged >=18 Years,3658,MHLTH,Mental Health
2017,San Antonio,Mental health not good for >=14 days among adults aged >=18 Years,5390,MHLTH,Mental Health
2017,San Antonio,Mental health not good for >=14 days among adults aged >=18 Years,3564,MHLTH,Mental Health
2017,San Antonio,Binge drinking among adults aged >=18 Years,3155,BINGE,Binge Drinking
2017,San Antonio,Binge drinking among adults aged >=18 Years,5185,BINGE,Binge Drinking
2016,San Antonio,Sleeping less than 7 hours among adults aged >=18 Years,6632,SLEEP,Sleep <7 hours
2017,San Antonio,Binge drinking among adults aged >=18 Years,3799,BINGE,Binge Drinking
2017,San Antonio,Binge drinking among adults aged >=18 Years,7342,BINGE,Binge Drinking
2016,San Antonio,Sleeping less than 7 hours among adults aged >=18 Years,4117,SLEEP,Sleep <7 hours
2016,San Antonio,Sleeping less than 7 hours among adults aged >=18 Years,3958,SLEEP,Sleep <7 hours
2016,San Antonio,Sleeping less than 7 hours among adults aged >=18 Years,4507,SLEEP,Sleep <7 hours
2017,San Antonio,Binge drinking among adults aged >=18 Years,4957,BINGE,Binge Drinking
2017,San Antonio,Mental health not good for >=14 days among adults aged >=18 Years,3122,MHLTH,Mental Health
2017,San Antonio,Obesity among adults aged >=18 Years,5382,OBESITY,Obesity
2017,San Antonio,Binge drinking among adults aged >=18 Years,5472,BINGE,Binge Drinking
2017,San Antonio,Mental health not good for >=14 days among adults aged >=18 Years,26,MHLTH,Mental Health
2016,San Antonio,Sleeping less than 7 hours among adults aged >=18 Years,3409,SLEEP,Sleep <7 hours
2017,San Antonio,Obesity among adults aged >=18 Years,3783,OBESITY,Obesity
2017,San Antonio,Binge drinking among adults aged >=18 Years,3783,BINGE,Binge Drinking
2016,San Antonio,Sleeping less than 7 hours among adults aged >=18 Years,7762,SLEEP,Sleep <7 hours
2017,New York,Binge drinking among adults aged >=18 Years,4759,BINGE,Binge Drinking
2017,San Antonio,Mental health not good for >=14 days among adults aged >=18 Years,4219,MHLTH,Mental Health
2017,San Antonio,Mental health not good for >=14 days among adults aged >=18 Years,1999,MHLTH,Mental Health
2016,San Antonio,Sleeping less than 7 hours among adults aged >=18 Years,7319,SLEEP,Sleep <7 hours
2017,San Antonio,Obesity among adults aged >=18 Years,5019,OBESITY,Obesity
2017,San Antonio,Obesity among adults aged >=18 Years,5635,OBESITY,Obesity
2017,San Antonio,Mental health not good for >=14 days among adults aged >=18 Years,3033,MHLTH,Mental Health
2016,San Antonio,Sleeping less than 7 hours among adults aged >=18 Years,6035,SLEEP,Sleep <7 hours
2017,San Antonio,Binge drinking among adults aged >=18 Years,997,BINGE,Binge Drinking
2017,San Antonio,Mental health not good for >=14 days among adults aged >=18 Years,9732,MHLTH,Mental Health
2017,San Antonio,Binge drinking among adults aged >=18 Years,2875,BINGE,Binge Drinking
2017,San Antonio,Mental health not good for >=14 days among adults aged >=18 Years,5185,MHLTH,Mental Health
2017,San Antonio,Obesity among adults aged >=18 Years,5491,OBESITY,Obesity
2017,San Antonio,Mental health not good for >=14 days among adults aged >=18 Years,5368,MHLTH,Mental Health
2017,San Antonio,Binge drinking among adults aged >=18 Years,6011,BINGE,Binge Drinking
2017,San Antonio,Mental health not good for >=14 days among adults aged >=18 Years,8623,MHLTH,Mental Health
2017,San Antonio,Obesity among adults aged >=18 Years,5314,OBESITY,Obesity
2017,San Antonio,Binge drinking among adults aged >=18 Years,2284,BINGE,Binge Drinking
2017,San Antonio,Obesity among adults aged >=18 Years,5584,OBESITY,Obesity
2017,San Antonio,Mental health not good for >=14 days among adults aged >=18 Years,5443,MHLTH,Mental Health
2017,San Antonio,Obesity among adults aged >=18 Years,7267,OBESITY,Obesity
2017,San Antonio,Obesity among adults aged >=18 Years,2632,OBESITY,Obesity
2017,San Antonio,Obesity among adults aged >=18 Years,4146,OBESITY,Obesity
2017,San Antonio,Binge drinking among adults aged >=18 Years,33,BINGE,Binge Drinking
2017,San Antonio,Mental health not good for >=14 days among adults aged >=18 Years,4401,MHLTH,Mental Health
2016,San Antonio,Sleeping less than 7 hours among adults aged >=18 Years,8439,SLEEP,Sleep <7 hours
2017,San Antonio,Mental health not good for >=14 days among adults aged >=18 Years,3368,MHLTH,Mental Health
2016,San Antonio,Sleeping less than 7 hours among adults aged >=18 Years,5472,SLEEP,Sleep <7 hours
2017,San Antonio,Obesity among adults aged >=18 Years,184,OBESITY,Obesity
2017,San Antonio,Binge drinking among adults aged >=18 Years,4702,BINGE,Binge Drinking
2017,San Antonio,Obesity among adults aged >=18 Years,6043,OBESITY,Obesity
2017,San Antonio,Binge drinking among adults aged >=18 Years,1965,BINGE,Binge Drinking
2016,San Antonio,Sleeping less than 7 hours among adults aged >=18 Years,3401,SLEEP,Sleep <7 hours
2017,San Antonio,Binge drinking among adults aged >=18 Years,4117,BINGE,Binge Drinking
2017,San Antonio,Binge drinking among adults aged >=18 Years,3901,BINGE,Binge Drinking
2017,San Antonio,Binge drinking among adults aged >=18 Years,337,BINGE,Binge Drinking
2017,San Antonio,Obesity among adults aged >=18 Years,4591,OBESITY,Obesity
2016,San Antonio,Sleeping less than 7 hours among adults aged >=18 Years,5359,SLEEP,Sleep <7 hours
2017,San Antonio,Binge drinking among adults aged >=18 Years,4096,BINGE,Binge Drinking
2017,San Antonio,Mental health not good for >=14 days among adults aged >=18 Years,4803,MHLTH,Mental Health
2017,San Antonio,Mental health not good for >=14 days among adults aged >=18 Years,1819,MHLTH,Mental Health
2017,San Antonio,Obesity among adults aged >=18 Years,7109,OBESITY,Obesity
2017,San Antonio,Binge drinking among adults aged >=18 Years,4895,BINGE,Binge Drinking
2016,San Antonio,Sleeping less than 7 hours among adults aged >=18 Years,2249,SLEEP,Sleep <7 hours
2016,San Antonio,Sleeping less than 7 hours among adults aged >=18 Years,6,SLEEP,Sleep <7 hours
2017,San Antonio,Obesity among adults aged >=18 Years,3042,OBESITY,Obesity
2017,San Antonio,Obesity among adults aged >=18 Years,2249,OBESITY,Obesity
2017,San Antonio,Mental health not good for >=14 days among adults aged >=18 Years,6334,MHLTH,Mental Health
2017,San Antonio,Binge drinking among adults aged >=18 Years,58,BINGE,Binge Drinking
2017,San Antonio,Binge drinking among adults aged >=18 Years,5244,BINGE,Binge Drinking
2017,San Antonio,Mental health not good for >=14 days among adults aged >=18 Years,4284,MHLTH,Mental Health
2017,San Antonio,Mental health not good for >=14 days among adults aged >=18 Years,6996,MHLTH,Mental Health
2017,San Antonio,Obesity among adults aged >=18 Years,2079,OBESITY,Obesity
2016,San Antonio,Sleeping less than 7 hours among adults aged >=18 Years,33,SLEEP,Sleep <7 hours
2017,San Antonio,Obesity among adults aged >=18 Years,2284,OBESITY,Obesity
2017,San Antonio,Mental health not good for >=14 days among adults aged >=18 Years,5040,MHLTH,Mental Health
2017,San Antonio,Binge drinking among adults aged >=18 Years,8623,BINGE,Binge Drinking
2017,San Antonio,Binge drinking among adults aged >=18 Years,7,BINGE,Binge Drinking
2017,San Antonio,Binge drinking among adults aged >=18 Years,4689,BINGE,Binge Drinking
2017,San Antonio,Mental health not good for >=14 days among adults aged >=18 Years,4341,MHLTH,Mental Health
2017,San Antonio,Obesity among adults aged >=18 Years,4839,OBESITY,Obesity
2016,San Antonio,Sleeping less than 7 hours among adults aged >=18 Years,5314,SLEEP,Sleep <7 hours
2017,San Antonio,Mental health not good for >=14 days among adults aged >=18 Years,549,MHLTH,Mental Health
2017,San Antonio,Obesity among adults aged >=18 Years,1191,OBESITY,Obesity
2016,San Antonio,Sleeping less than 7 hours among adults aged >=18 Years,5345,SLEEP,Sleep <7 hours
2016,San Antonio,Sleeping less than 7 hours among adults aged >=18 Years,3839,SLEEP,Sleep <7 hours
2017,San Antonio,Obesity among adults aged >=18 Years,4536,OBESITY,Obesity
2017,San Antonio,Mental health not good for >=14 days among adults aged >=18 Years,5066,MHLTH,Mental Health
2017,San Antonio,Mental health not good for >=14 days among adults aged >=18 Years,2542,MHLTH,Mental Health
2017,San Antonio,Obesity among adults aged >=18 Years,4803,OBESITY,Obesity
